,<-- Navigate by typing to search,,,,,,,,,,,,,,,,,,,,,,
Branch,Type,Region,Sector,Service,Technology,Parameter,Context,Sub_Context,Target,Source,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,Comments
CIMS.CAN.SK.Fuel Blends,Service,SK,,Fuel Blends,,Service Provided,,,,activity_data_generic,GJ,,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends,Service,SK,,Fuel Blends,,Competition type,Fixed Ratio,,,,,,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,,Service provided,,,,activity_data_generic,GJ,,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,,Competition type,Tech Compete,,,,,,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,,Heterogeneity,,,,tech_data_generic,,15,15,15,15,15,15,15,15,15,15,15,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Diesel,Technology,,,,,,,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Diesel,Available,,,,tech_data_generic,Year,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Diesel,Unavailable,,,,tech_data_generic,Year,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Diesel,Lifetime,,,,tech_data_generic,Years,1,1,1,1,1,1,1,1,1,1,1,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Diesel,Market share,,,,tech_data_region,%,1,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Diesel,Service requested,,,CIMS.Generic Fuels.Diesel,tech_multi_generic,GJ,1,1,1,1,1,1,1,1,1,1,1,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Biodiesel,Technology,,,,,,,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Biodiesel,Available,,,,tech_data_generic,Year,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Biodiesel,Unavailable,,,,tech_data_generic,Year,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Biodiesel,Lifetime,,,,tech_data_generic,Years,1,1,1,1,1,1,1,1,1,1,1,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Biodiesel,Market share,,,,tech_data_region,%,0,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Biodiesel,Service requested,,,CIMS.CAN.SK.Biodiesel,tech_multi_generic,GJ,1,1,1,1,1,1,1,1,1,1,1,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Renewable Diesel,Technology,,,,,,,,,,,,,,,,,
CIMS.CAN.SK.Fuel Blends.Diesel_Industrial,Service,SK,,Diesel_Industrial,Renewable Diesel,Available,,,,tech_data_generic,Year,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,
